Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
23:07:2026,00:15,C,mm,km/h,mm,15,15,15,0.00,0.00,577.5,---,22,54,89,0.0,0.0,---,---,---,---,---,---
23:07:2026,00:30,C,mm,km/h,mm,14,15,14,0.00,0.00,577.7,---,22,54,89,0.0,0.0,---,---,---,---,---,---
23:07:2026,00:45,C,mm,km/h,mm,14,14,14,0.00,0.00,577.7,---,22,54,90,0.0,0.0,---,---,---,---,---,---
23:07:2026,01:00,C,mm,km/h,mm,14,14,14,0.00,0.00,577.7,---,22,54,90,0.0,0.0,---,---,---,---,---,---
23:07:2026,01:15,C,mm,km/h,mm,14,14,14,0.00,0.00,577.5,---,22,54,90,0.0,0.0,---,---,---,---,---,---
23:07:2026,01:30,C,mm,km/h,mm,14,14,14,0.00,0.00,577.4,---,22,54,89,0.0,0.0,---,---,---,---,---,---
23:07:2026,01:45,C,mm,km/h,mm,13,14,13,0.00,0.00,577.4,---,22,54,89,0.0,0.0,---,---,---,---,---,---
23:07:2026,02:00,C,mm,km/h,mm,13,13,13,0.00,0.00,577.3,---,22,54,91,0.0,0.0,---,---,---,---,---,---
23:07:2026,02:15,C,mm,km/h,mm,13,13,13,0.00,0.00,577.3,---,22,54,91,0.0,0.0,---,---,---,---,---,---
23:07:2026,02:30,C,mm,km/h,mm,13,13,13,0.00,0.00,577.3,---,22,54,92,0.0,0.0,---,---,---,---,---,---
23:07:2026,02:45,C,mm,km/h,mm,13,13,13,0.00,0.00,577.4,---,21,54,92,0.0,0.0,---,---,---,---,---,---
23:07:2026,03:00,C,mm,km/h,mm,12,13,12,0.00,0.00,577.4,---,21,54,92,0.0,0.0,---,---,---,---,---,---
23:07:2026,03:15,C,mm,km/h,mm,13,13,12,0.00,0.00,577.4,---,21,54,93,0.0,0.0,---,---,---,---,---,---
23:07:2026,03:30,C,mm,km/h,mm,13,13,13,0.00,0.00,577.2,---,21,54,93,0.0,1.6,W,W,---,---,---,---
