Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
11:09:2026,00:15,C,mm,km/h,mm,17,17,17,0.00,0.00,579.1,---,22,56,84,0.0,1.6,SSW,WSW,---,---,---,---
11:09:2026,00:30,C,mm,km/h,mm,17,17,17,0.00,0.00,579.0,---,22,56,84,0.0,3.2,S,WSW,---,---,---,---
11:09:2026,00:45,C,mm,km/h,mm,17,17,17,0.00,0.00,579.0,---,22,56,85,0.0,1.6,WNW,WSW,---,---,---,---
11:09:2026,01:00,C,mm,km/h,mm,17,17,17,0.00,0.00,578.9,---,22,57,85,0.0,4.8,S,WSW,---,---,---,---
11:09:2026,01:15,C,mm,km/h,mm,17,17,17,0.00,0.00,578.8,---,22,57,84,0.0,3.2,WSW,WSW,---,---,---,---
11:09:2026,01:30,C,mm,km/h,mm,17,17,17,0.00,0.00,578.8,---,22,57,83,1.6,6.4,SSW,SW,---,---,---,---
11:09:2026,01:45,C,mm,km/h,mm,17,17,17,0.00,0.00,578.8,---,22,57,86,0.0,8.0,S,WSW,---,---,---,---
11:09:2026,02:00,C,mm,km/h,mm,16,17,16,0.00,0.00,578.7,---,22,57,84,1.6,9.7,SSW,SW,---,---,---,---
11:09:2026,02:15,C,mm,km/h,mm,16,16,16,0.00,0.00,578.6,---,22,57,84,1.6,6.4,SW,SSW,---,---,---,---
11:09:2026,02:30,C,mm,km/h,mm,16,16,16,0.00,0.00,578.5,---,22,57,85,0.0,3.2,WSW,WSW,---,---,---,---
11:09:2026,02:45,C,mm,km/h,mm,16,16,16,0.00,0.00,578.5,---,22,57,85,0.0,3.2,SSE,SSW,---,---,---,---
11:09:2026,03:00,C,mm,km/h,mm,16,16,16,0.00,0.00,578.5,---,22,57,86,0.0,6.4,SSW,SW,---,---,---,---
11:09:2026,03:15,C,mm,km/h,mm,16,16,16,0.00,0.00,578.3,---,22,57,87,1.6,11.3,WSW,SW,---,---,---,---
11:09:2026,03:30,C,mm,km/h,mm,16,16,16,0.00,0.00,578.3,---,22,57,88,0.0,4.8,SW,WSW,---,---,---,---
11:09:2026,03:45,C,mm,km/h,mm,16,16,16,0.00,0.00,578.4,---,22,57,87,1.6,8.0,SW,SW,---,---,---,---
11:09:2026,04:00,C,mm,km/h,mm,16,16,16,0.00,0.00,578.4,---,22,57,87,0.0,6.4,SW,SW,---,---,---,---
11:09:2026,04:15,C,mm,km/h,mm,16,16,16,0.00,0.00,578.4,---,22,57,87,0.0,4.8,NNW,SSW,---,---,---,---
11:09:2026,04:30,C,mm,km/h,mm,16,16,16,0.00,0.00,578.4,---,21,57,87,0.0,8.0,SSW,SSW,---,---,---,---
11:09:2026,04:45,C,mm,km/h,mm,16,16,15,0.00,0.00,578.5,---,21,57,88,0.0,6.4,SW,SW,---,---,---,---
11:09:2026,05:00,C,mm,km/h,mm,15,16,15,0.00,0.00,578.6,---,21,57,89,0.0,1.6,W,W,---,---,---,---
11:09:2026,05:15,C,mm,km/h,mm,15,15,15,0.00,0.00,578.6,---,21,57,89,0.0,1.6,NNE,NNE,---,---,---,---
11:09:2026,05:30,C,mm,km/h,mm,15,15,15,0.00,0.00,578.7,---,21,57,88,0.0,0.0,---,---,---,---,---,---
11:09:2026,05:45,C,mm,km/h,mm,15,15,15,0.00,0.00,578.7,---,21,57,87,0.0,0.0,---,---,---,---,---,---
11:09:2026,06:00,C,mm,km/h,mm,15,15,15,0.00,0.00,578.8,---,21,57,87,0.0,0.0,---,---,---,---,---,---
11:09:2026,06:15,C,mm,km/h,mm,15,15,15,0.00,0.00,578.8,---,21,57,86,0.0,0.0,---,---,---,---,---,---
11:09:2026,06:30,C,mm,km/h,mm,15,15,15,0.00,0.00,578.7,---,21,57,86,0.0,0.0,---,---,---,---,---,---
11:09:2026,06:45,C,mm,km/h,mm,15,15,15,0.00,0.00,578.7,---,21,57,85,0.0,0.0,---,---,---,---,---,---
11:09:2026,07:00,C,mm,km/h,mm,15,15,15,0.00,0.00,578.8,---,22,56,82,0.0,0.0,---,---,---,---,---,---
11:09:2026,07:15,C,mm,km/h,mm,16,16,15,0.00,0.00,578.6,---,22,56,83,0.0,0.0,---,---,---,---,---,---
11:09:2026,07:30,C,mm,km/h,mm,16,16,16,0.00,0.00,578.7,---,22,56,82,0.0,1.6,NW,W,---,---,---,---
11:09:2026,07:45,C,mm,km/h,mm,16,16,16,0.00,0.00,578.8,---,22,56,82,0.0,1.6,NNE,NE,---,---,---,---
11:09:2026,08:00,C,mm,km/h,mm,16,16,16,0.00,0.00,579.0,---,22,56,83,0.0,0.0,---,---,---,---,---,---
11:09:2026,08:15,C,mm,km/h,mm,17,17,16,0.00,0.00,579.0,---,22,56,80,0.0,1.6,WNW,WNW,---,---,---,---
11:09:2026,08:30,C,mm,km/h,mm,19,19,17,0.00,0.00,579.2,---,22,56,75,0.0,1.6,NW,NW,---,---,---,---
11:09:2026,08:45,C,mm,km/h,mm,19,19,19,0.00,0.00,579.3,---,22,56,72,0.0,1.6,NE,ENE,---,---,---,---
11:09:2026,09:00,C,mm,km/h,mm,20,20,19,0.00,0.00,579.5,---,22,56,69,0.0,8.0,WNW,NW,---,---,---,---
11:09:2026,09:15,C,mm,km/h,mm,21,21,20,0.00,0.00,579.4,---,22,56,67,0.0,4.8,WNW,NNW,---,---,---,---
11:09:2026,09:30,C,mm,km/h,mm,21,21,21,0.00,0.00,579.3,---,22,56,69,1.6,6.4,NNW,NW,---,---,---,---
11:09:2026,09:45,C,mm,km/h,mm,21,21,21,0.00,0.00,579.1,---,22,55,68,0.0,6.4,NW,NNW,---,---,---,---
11:09:2026,10:00,C,mm,km/h,mm,22,22,21,0.00,0.00,579.2,---,22,55,66,1.6,6.4,WSW,WSW,---,---,---,---
11:09:2026,10:15,C,mm,km/h,mm,22,22,22,0.00,0.00,579.1,---,22,55,64,1.6,6.4,W,W,---,---,---,---
11:09:2026,10:30,C,mm,km/h,mm,22,23,22,0.00,0.00,579.2,---,22,55,62,0.0,8.0,NW,NW,---,---,---,---
