Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
22:09:2026,00:15,C,mm,km/h,mm,15,15,15,0.00,0.00,576.3,---,23,48,78,0.0,3.2,SW,W,---,---,---,---
22:09:2026,00:30,C,mm,km/h,mm,15,15,15,0.00,0.00,576.2,---,23,48,79,0.0,6.4,SW,W,---,---,---,---
22:09:2026,00:45,C,mm,km/h,mm,14,15,14,0.00,0.00,576.1,---,22,48,80,0.0,0.0,---,---,---,---,---,---
22:09:2026,01:00,C,mm,km/h,mm,14,14,14,0.00,0.00,575.9,---,22,48,80,0.0,0.0,---,---,---,---,---,---
22:09:2026,01:15,C,mm,km/h,mm,14,14,14,0.00,0.00,575.8,---,22,48,81,0.0,0.0,---,---,---,---,---,---
22:09:2026,01:30,C,mm,km/h,mm,14,14,14,0.00,0.00,575.8,---,22,48,80,0.0,0.0,---,---,---,---,---,---
22:09:2026,01:45,C,mm,km/h,mm,15,15,14,0.00,0.00,575.7,---,22,48,78,0.0,3.2,SW,SW,---,---,---,---
22:09:2026,02:00,C,mm,km/h,mm,15,15,15,0.00,0.00,575.7,---,22,48,77,0.0,3.2,SSE,S,---,---,---,---
22:09:2026,02:15,C,mm,km/h,mm,15,15,15,0.00,0.00,575.7,---,22,48,77,0.0,1.6,S,ESE,---,---,---,---
22:09:2026,02:30,C,mm,km/h,mm,15,15,15,0.00,0.00,575.6,---,22,48,76,0.0,4.8,SSW,SSE,---,---,---,---
22:09:2026,02:45,C,mm,km/h,mm,15,15,15,0.00,0.00,575.6,---,22,48,76,0.0,1.6,SW,SW,---,---,---,---
22:09:2026,03:00,C,mm,km/h,mm,15,15,15,0.00,0.00,575.6,---,22,48,76,0.0,0.0,---,---,---,---,---,---
22:09:2026,03:15,C,mm,km/h,mm,15,15,15,0.00,0.00,575.6,---,22,48,75,0.0,1.6,SW,SW,---,---,---,---
22:09:2026,03:30,C,mm,km/h,mm,15,15,15,0.00,0.00,575.5,---,22,48,75,0.0,0.0,---,---,---,---,---,---
22:09:2026,03:45,C,mm,km/h,mm,15,15,15,0.00,0.00,575.7,---,22,48,74,0.0,1.6,W,W,---,---,---,---
22:09:2026,04:00,C,mm,km/h,mm,15,15,15,0.00,0.00,576.0,---,22,48,79,0.0,0.0,---,---,---,---,---,---
22:09:2026,04:15,C,mm,km/h,mm,15,15,15,0.00,0.00,576.1,---,22,49,82,0.0,6.4,SW,W,---,---,---,---
22:09:2026,04:30,C,mm,km/h,mm,14,15,14,0.00,0.00,576.3,---,22,49,82,0.0,8.0,SW,SW,---,---,---,---
22:09:2026,04:45,C,mm,km/h,mm,14,14,14,0.00,0.00,576.3,---,22,49,83,0.0,4.8,WNW,WSW,---,---,---,---
22:09:2026,05:00,C,mm,km/h,mm,14,14,14,0.00,0.00,576.3,---,22,49,84,0.0,3.2,WNW,W,---,---,---,---
22:09:2026,05:15,C,mm,km/h,mm,14,14,14,0.00,0.00,576.5,---,22,49,84,0.0,3.2,SW,SW,---,---,---,---
22:09:2026,05:30,C,mm,km/h,mm,14,14,14,0.00,0.00,576.5,---,22,49,82,0.0,1.6,SW,WSW,---,---,---,---
22:09:2026,05:45,C,mm,km/h,mm,14,14,14,0.00,0.00,576.6,---,22,49,81,0.0,1.6,WNW,W,---,---,---,---
22:09:2026,06:00,C,mm,km/h,mm,15,15,14,0.00,0.00,576.7,---,22,49,80,0.0,4.8,SSW,W,---,---,---,---
22:09:2026,06:15,C,mm,km/h,mm,15,15,15,0.00,0.00,576.7,---,22,49,77,0.0,3.2,SW,WSW,---,---,---,---
22:09:2026,06:30,C,mm,km/h,mm,16,16,15,0.00,0.00,576.7,---,22,49,75,0.0,4.8,W,WSW,---,---,---,---
22:09:2026,06:45,C,mm,km/h,mm,18,18,16,0.00,0.00,576.9,---,22,49,70,0.0,1.6,W,NE,---,---,---,---
22:09:2026,07:00,C,mm,km/h,mm,18,18,18,0.00,0.00,576.9,---,22,49,68,0.0,3.2,WSW,NE,---,---,---,---
22:09:2026,07:15,C,mm,km/h,mm,19,19,18,0.00,0.00,577.1,---,22,49,64,1.6,6.4,E,W,---,---,---,---
22:09:2026,07:30,C,mm,km/h,mm,19,20,19,0.00,0.00,577.0,---,22,49,61,1.6,6.4,E,E,---,---,---,---
22:09:2026,07:45,C,mm,km/h,mm,20,20,19,0.00,0.00,577.0,---,23,49,61,0.0,6.4,E,E,---,---,---,---
22:09:2026,08:00,C,mm,km/h,mm,20,21,20,0.00,0.00,577.0,---,23,49,59,0.0,4.8,E,E,---,---,---,---
22:09:2026,08:15,C,mm,km/h,mm,21,21,20,0.00,0.00,577.0,---,23,48,57,1.6,6.4,WSW,WSW,---,---,---,---
22:09:2026,08:30,C,mm,km/h,mm,21,21,20,0.00,0.00,577.0,---,23,48,57,1.6,8.0,E,E,---,---,---,---
22:09:2026,08:45,C,mm,km/h,mm,22,22,21,0.00,0.00,576.8,---,23,48,54,1.6,8.0,NW,WSW,---,---,---,---
22:09:2026,09:00,C,mm,km/h,mm,23,23,22,0.00,0.00,576.7,---,23,47,51,1.6,8.0,WSW,NW,---,---,---,---
22:09:2026,09:15,C,mm,km/h,mm,23,23,23,0.00,0.00,576.6,---,23,47,52,0.0,6.4,SSW,E,---,---,---,---
22:09:2026,09:30,C,mm,km/h,mm,24,24,23,0.00,0.00,576.3,---,23,46,49,1.6,8.0,SW,SW,---,---,---,---
22:09:2026,09:45,C,mm,km/h,mm,24,24,24,0.00,0.00,576.2,---,23,46,48,1.6,8.0,E,E,---,---,---,---
22:09:2026,10:00,C,mm,km/h,mm,24,25,24,0.00,0.00,576.0,---,23,47,45,0.0,4.8,ENE,ENE,---,---,---,---
22:09:2026,10:15,C,mm,km/h,mm,24,24,24,0.00,0.00,575.8,---,23,47,44,0.0,4.8,ESE,E,---,---,---,---
22:09:2026,10:30,C,mm,km/h,mm,26,26,24,0.00,0.00,575.7,---,23,46,44,1.6,6.4,NW,N,---,---,---,---
