Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
04:09:2026,00:15,C,mm,km/h,mm,14,14,14,0.00,0.00,578.4,---,22,56,93,0.0,0.0,---,---,---,---,---,---
04:09:2026,00:30,C,mm,km/h,mm,13,14,13,0.00,0.00,578.3,---,22,56,93,0.0,0.0,---,---,---,---,---,---
04:09:2026,00:45,C,mm,km/h,mm,13,13,13,0.00,0.00,578.2,---,22,56,93,0.0,0.0,---,---,---,---,---,---
04:09:2026,01:00,C,mm,km/h,mm,13,13,13,0.00,0.00,578.0,---,22,56,93,0.0,0.0,---,---,---,---,---,---
04:09:2026,01:15,C,mm,km/h,mm,13,13,13,0.00,0.00,577.9,---,22,56,94,0.0,0.0,---,---,---,---,---,---
04:09:2026,01:30,C,mm,km/h,mm,13,13,13,0.00,0.00,578.0,---,22,56,94,0.0,0.0,---,---,---,---,---,---
04:09:2026,01:45,C,mm,km/h,mm,13,13,13,0.00,0.00,578.1,---,22,56,93,0.0,0.0,---,---,---,---,---,---
04:09:2026,02:00,C,mm,km/h,mm,12,13,12,0.00,0.00,578.0,---,22,56,94,0.0,0.0,---,---,---,---,---,---
04:09:2026,02:15,C,mm,km/h,mm,12,12,12,0.00,0.00,577.9,---,22,56,94,0.0,0.0,---,---,---,---,---,---
04:09:2026,02:30,C,mm,km/h,mm,12,12,12,0.00,0.00,577.7,---,22,56,94,0.0,0.0,---,---,---,---,---,---
04:09:2026,02:45,C,mm,km/h,mm,12,12,12,0.00,0.00,577.7,---,22,56,94,0.0,0.0,---,---,---,---,---,---
04:09:2026,03:00,C,mm,km/h,mm,12,12,12,0.00,0.00,577.5,---,22,56,94,0.0,0.0,---,---,---,---,---,---
04:09:2026,03:15,C,mm,km/h,mm,12,12,12,0.00,0.00,577.5,---,22,56,94,0.0,0.0,---,---,---,---,---,---
04:09:2026,03:30,C,mm,km/h,mm,12,12,12,0.00,0.00,577.7,---,22,56,94,0.0,0.0,---,---,---,---,---,---
04:09:2026,03:45,C,mm,km/h,mm,12,12,12,0.00,0.00,577.6,---,22,56,94,0.0,0.0,---,---,---,---,---,---
04:09:2026,04:00,C,mm,km/h,mm,12,12,12,0.00,0.00,577.5,---,21,56,94,0.0,0.0,---,---,---,---,---,---
04:09:2026,04:15,C,mm,km/h,mm,11,12,11,0.00,0.00,577.3,---,21,56,94,0.0,0.0,---,---,---,---,---,---
04:09:2026,04:30,C,mm,km/h,mm,11,11,11,0.00,0.00,577.4,---,21,55,94,0.0,0.0,---,---,---,---,---,---
04:09:2026,04:45,C,mm,km/h,mm,11,11,11,0.00,0.00,577.3,---,21,55,95,0.0,0.0,---,---,---,---,---,---
04:09:2026,05:00,C,mm,km/h,mm,11,11,11,0.20,0.00,577.4,---,21,55,94,0.0,0.0,---,---,---,---,---,---
04:09:2026,05:15,C,mm,km/h,mm,11,11,11,0.00,0.00,577.4,---,21,55,95,0.0,0.0,---,---,---,---,---,---
04:09:2026,05:30,C,mm,km/h,mm,11,11,11,0.00,0.00,577.4,---,21,55,95,0.0,0.0,---,---,---,---,---,---
04:09:2026,05:45,C,mm,km/h,mm,11,11,11,0.00,0.00,577.4,---,21,55,95,0.0,0.0,---,---,---,---,---,---
04:09:2026,06:00,C,mm,km/h,mm,11,11,11,0.00,0.00,577.6,---,21,55,95,0.0,0.0,---,---,---,---,---,---
04:09:2026,06:15,C,mm,km/h,mm,11,11,11,0.00,0.00,577.6,---,21,55,95,0.0,0.0,---,---,---,---,---,---
04:09:2026,06:30,C,mm,km/h,mm,11,11,11,0.00,0.00,577.8,---,21,55,95,0.0,0.0,---,---,---,---,---,---
04:09:2026,06:45,C,mm,km/h,mm,11,11,11,0.00,0.00,578.0,---,21,55,95,0.0,0.0,---,---,---,---,---,---
04:09:2026,07:00,C,mm,km/h,mm,11,11,11,0.00,0.00,578.1,---,21,55,95,0.0,0.0,---,---,---,---,---,---
04:09:2026,07:15,C,mm,km/h,mm,12,12,11,0.00,0.00,578.1,---,21,55,96,0.0,0.0,---,---,---,---,---,---
04:09:2026,07:30,C,mm,km/h,mm,13,13,12,0.00,0.00,578.3,---,21,55,96,0.0,0.0,---,---,---,---,---,---
04:09:2026,07:45,C,mm,km/h,mm,13,13,13,0.00,0.00,578.1,---,21,55,96,0.0,0.0,---,---,---,---,---,---
04:09:2026,08:00,C,mm,km/h,mm,14,14,13,0.00,0.00,578.2,---,21,55,95,0.0,0.0,---,---,---,---,---,---
