Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
17:09:2026,00:15,C,mm,km/h,mm,16,16,16,0.00,0.00,580.9,---,21,49,76,1.6,14.5,SSE,W,---,---,---,---
17:09:2026,00:30,C,mm,km/h,mm,16,16,16,0.00,0.00,580.8,---,21,49,77,1.6,6.4,S,W,---,---,---,---
17:09:2026,00:45,C,mm,km/h,mm,15,16,15,0.00,0.00,580.8,---,21,49,77,0.0,6.4,NW,WSW,---,---,---,---
17:09:2026,01:00,C,mm,km/h,mm,15,15,15,0.00,0.00,580.6,---,21,49,77,1.6,6.4,SW,W,---,---,---,---
17:09:2026,01:15,C,mm,km/h,mm,15,15,15,0.00,0.00,580.4,---,21,49,78,1.6,9.7,WSW,W,---,---,---,---
17:09:2026,01:30,C,mm,km/h,mm,15,15,15,0.00,0.00,580.3,---,21,49,79,3.2,12.9,WNW,W,---,---,---,---
17:09:2026,01:45,C,mm,km/h,mm,15,15,15,0.00,0.00,580.4,---,21,50,79,1.6,9.7,WSW,W,---,---,---,---
17:09:2026,02:00,C,mm,km/h,mm,15,15,15,0.00,0.00,580.2,---,21,50,80,1.6,12.9,WNW,W,---,---,---,---
17:09:2026,02:15,C,mm,km/h,mm,15,15,15,0.00,0.00,580.2,---,21,50,81,1.6,8.0,W,WSW,---,---,---,---
17:09:2026,02:30,C,mm,km/h,mm,15,15,15,0.00,0.00,580.1,---,21,50,81,0.0,4.8,W,WSW,---,---,---,---
17:09:2026,02:45,C,mm,km/h,mm,15,15,15,0.00,0.00,580.1,---,21,50,82,1.6,6.4,WSW,WSW,---,---,---,---
17:09:2026,03:00,C,mm,km/h,mm,15,15,15,0.00,0.00,580.1,---,21,50,82,0.0,8.0,WSW,WSW,---,---,---,---
17:09:2026,03:15,C,mm,km/h,mm,15,15,15,0.00,0.00,580.0,---,21,50,82,1.6,9.7,WSW,WSW,---,---,---,---
17:09:2026,03:30,C,mm,km/h,mm,15,15,15,0.00,0.00,580.0,---,21,51,81,1.6,8.0,WSW,W,---,---,---,---
17:09:2026,03:45,C,mm,km/h,mm,15,15,15,0.00,0.00,579.9,---,21,51,81,1.6,4.8,WSW,W,---,---,---,---
17:09:2026,04:00,C,mm,km/h,mm,15,15,15,0.00,0.00,579.8,---,21,51,81,1.6,6.4,W,WSW,---,---,---,---
17:09:2026,04:15,C,mm,km/h,mm,15,15,15,0.00,0.00,580.0,---,21,51,81,1.6,8.0,WSW,W,---,---,---,---
17:09:2026,04:30,C,mm,km/h,mm,15,15,15,0.00,0.00,579.9,---,21,51,81,1.6,9.7,NW,WSW,---,---,---,---
17:09:2026,04:45,C,mm,km/h,mm,15,15,15,0.00,0.00,580.0,---,21,51,82,0.0,1.6,WNW,E,---,---,---,---
17:09:2026,05:00,C,mm,km/h,mm,15,15,15,0.00,0.00,580.3,---,21,51,82,0.0,3.2,SSW,SSW,---,---,---,---
17:09:2026,05:15,C,mm,km/h,mm,15,15,15,0.00,0.00,580.3,---,21,51,81,1.6,8.0,W,W,---,---,---,---
17:09:2026,05:30,C,mm,km/h,mm,15,15,15,0.00,0.00,580.4,---,21,51,81,0.0,6.4,W,W,---,---,---,---
17:09:2026,05:45,C,mm,km/h,mm,15,15,15,0.00,0.00,580.6,---,21,52,82,0.0,1.6,WSW,WSW,---,---,---,---
17:09:2026,06:00,C,mm,km/h,mm,15,15,15,0.00,0.00,580.7,---,21,52,82,1.6,8.0,WSW,WSW,---,---,---,---
17:09:2026,06:15,C,mm,km/h,mm,15,15,15,0.00,0.00,580.7,---,21,52,83,0.0,4.8,WSW,WSW,---,---,---,---
17:09:2026,06:30,C,mm,km/h,mm,15,15,15,0.00,0.00,580.6,---,21,52,84,0.0,4.8,W,W,---,---,---,---
17:09:2026,06:45,C,mm,km/h,mm,15,15,15,0.00,0.00,580.5,---,21,52,86,0.0,6.4,SSW,SW,---,---,---,---
17:09:2026,07:00,C,mm,km/h,mm,15,15,15,0.00,0.00,580.5,---,21,52,86,1.6,9.7,SSW,WSW,---,---,---,---
17:09:2026,07:15,C,mm,km/h,mm,15,15,15,0.00,0.00,580.7,---,21,53,86,1.6,6.4,WNW,WSW,---,---,---,---
17:09:2026,07:30,C,mm,km/h,mm,15,15,15,0.00,0.00,580.7,---,21,53,85,0.0,9.7,SSE,WSW,---,---,---,---
