Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
08:09:2026,00:15,C,mm,km/h,mm,15,15,15,0.00,0.00,578.7,---,22,58,91,0.0,0.0,---,---,---,---,---,---
08:09:2026,00:30,C,mm,km/h,mm,15,15,15,0.00,0.00,578.6,---,22,58,91,0.0,0.0,---,---,---,---,---,---
08:09:2026,00:45,C,mm,km/h,mm,15,15,15,0.00,0.00,578.7,---,21,58,92,0.0,0.0,---,---,---,---,---,---
08:09:2026,01:00,C,mm,km/h,mm,15,15,15,0.00,0.00,578.6,---,21,58,92,0.0,0.0,---,---,---,---,---,---
08:09:2026,01:15,C,mm,km/h,mm,15,15,15,0.00,0.00,578.4,---,21,58,92,0.0,0.0,---,---,---,---,---,---
08:09:2026,01:30,C,mm,km/h,mm,15,15,15,0.00,0.00,578.5,---,21,58,91,0.0,0.0,---,---,---,---,---,---
08:09:2026,01:45,C,mm,km/h,mm,15,15,15,0.00,0.00,578.4,---,21,58,91,0.0,0.0,---,---,---,---,---,---
08:09:2026,02:00,C,mm,km/h,mm,14,15,14,0.00,0.00,578.3,---,21,58,91,0.0,0.0,---,---,---,---,---,---
08:09:2026,02:15,C,mm,km/h,mm,14,15,14,0.00,0.00,578.3,---,21,58,90,0.0,0.0,---,---,---,---,---,---
08:09:2026,02:30,C,mm,km/h,mm,15,15,14,0.00,0.00,578.1,---,21,58,90,0.0,0.0,---,---,---,---,---,---
08:09:2026,02:45,C,mm,km/h,mm,15,15,15,0.00,0.00,577.8,---,21,58,90,0.0,0.0,---,---,---,---,---,---
08:09:2026,03:00,C,mm,km/h,mm,15,15,15,0.00,0.00,577.7,---,21,58,90,0.0,1.6,SW,SSW,---,---,---,---
08:09:2026,03:15,C,mm,km/h,mm,15,15,15,0.00,0.00,577.6,---,21,58,90,0.0,1.6,SW,SW,---,---,---,---
08:09:2026,03:30,C,mm,km/h,mm,15,15,15,0.00,0.00,577.6,---,21,58,90,0.0,0.0,---,---,---,---,---,---
08:09:2026,03:45,C,mm,km/h,mm,15,15,15,0.00,0.00,577.5,---,21,58,90,0.0,0.0,---,---,---,---,---,---
08:09:2026,04:00,C,mm,km/h,mm,15,15,15,0.00,0.00,577.4,---,21,58,90,0.0,0.0,---,---,---,---,---,---
08:09:2026,04:15,C,mm,km/h,mm,14,15,14,0.00,0.00,577.5,---,21,58,91,0.0,0.0,---,---,---,---,---,---
08:09:2026,04:30,C,mm,km/h,mm,14,14,14,0.00,0.00,577.7,---,21,58,91,0.0,0.0,---,---,---,---,---,---
08:09:2026,04:45,C,mm,km/h,mm,14,14,14,0.00,0.00,577.7,---,21,58,92,0.0,0.0,---,---,---,---,---,---
08:09:2026,05:00,C,mm,km/h,mm,14,14,14,0.00,0.00,577.7,---,21,58,92,0.0,0.0,---,---,---,---,---,---
08:09:2026,05:15,C,mm,km/h,mm,14,14,14,0.00,0.00,577.8,---,21,58,93,0.0,0.0,---,---,---,---,---,---
08:09:2026,05:30,C,mm,km/h,mm,14,14,14,0.00,0.00,578.0,---,21,58,92,0.0,0.0,---,---,---,---,---,---
08:09:2026,05:45,C,mm,km/h,mm,14,14,14,0.00,0.00,578.1,---,21,59,92,0.0,0.0,---,---,---,---,---,---
08:09:2026,06:00,C,mm,km/h,mm,15,15,14,0.00,0.00,578.2,---,21,59,91,0.0,0.0,---,---,---,---,---,---
08:09:2026,06:15,C,mm,km/h,mm,15,15,15,0.00,0.00,578.3,---,21,59,91,0.0,0.0,---,---,---,---,---,---
08:09:2026,06:30,C,mm,km/h,mm,15,15,15,0.00,0.00,578.5,---,21,59,92,0.0,0.0,---,---,---,---,---,---
08:09:2026,06:45,C,mm,km/h,mm,15,15,15,0.00,0.00,578.7,---,21,60,92,0.0,0.0,---,---,---,---,---,---
08:09:2026,07:00,C,mm,km/h,mm,15,15,15,0.00,0.00,579.0,---,21,60,91,0.0,0.0,---,---,---,---,---,---
08:09:2026,07:15,C,mm,km/h,mm,15,15,15,0.00,0.00,579.0,---,21,59,91,0.0,0.0,---,---,---,---,---,---
08:09:2026,07:30,C,mm,km/h,mm,15,15,15,0.00,0.00,579.0,---,21,59,90,0.0,0.0,---,---,---,---,---,---
08:09:2026,07:45,C,mm,km/h,mm,15,15,15,0.00,0.00,579.1,---,21,59,89,0.0,0.0,---,---,---,---,---,---
08:09:2026,08:00,C,mm,km/h,mm,16,16,15,0.00,0.00,579.2,---,21,59,88,0.0,0.0,---,---,---,---,---,---
08:09:2026,08:15,C,mm,km/h,mm,17,17,16,0.00,0.00,579.4,---,21,59,84,0.0,0.0,---,---,---,---,---,---
08:09:2026,08:30,C,mm,km/h,mm,18,18,17,0.00,0.00,579.4,---,21,59,81,0.0,3.2,WSW,N,---,---,---,---
08:09:2026,08:45,C,mm,km/h,mm,18,18,18,0.00,0.00,579.4,---,21,59,78,0.0,1.6,NE,ENE,---,---,---,---
08:09:2026,09:00,C,mm,km/h,mm,19,19,18,0.00,0.00,579.4,---,22,59,74,0.0,0.0,---,---,---,---,---,---
08:09:2026,09:15,C,mm,km/h,mm,19,19,19,0.00,0.00,579.5,---,22,58,74,0.0,3.2,ENE,ENE,---,---,---,---
08:09:2026,09:30,C,mm,km/h,mm,19,19,18,0.00,0.00,579.6,---,22,58,74,0.0,3.2,E,ENE,---,---,---,---
08:09:2026,09:45,C,mm,km/h,mm,19,19,19,0.00,0.00,579.7,---,22,58,71,0.0,4.8,E,E,---,---,---,---
