Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
23:08:2026,00:15,C,mm,km/h,mm,14,14,14,0.00,0.00,579.9,---,21,57,91,0.0,0.0,---,---,---,---,---,---
23:08:2026,00:30,C,mm,km/h,mm,14,14,13,0.00,0.00,579.7,---,21,57,91,0.0,0.0,---,---,---,---,---,---
23:08:2026,00:45,C,mm,km/h,mm,13,14,13,0.00,0.00,579.5,---,21,57,91,0.0,0.0,---,---,---,---,---,---
23:08:2026,01:00,C,mm,km/h,mm,13,13,13,0.00,0.00,579.3,---,21,57,91,0.0,0.0,---,---,---,---,---,---
23:08:2026,01:15,C,mm,km/h,mm,13,13,13,0.00,0.00,579.3,---,21,57,91,0.0,0.0,---,---,---,---,---,---
23:08:2026,01:30,C,mm,km/h,mm,13,13,13,0.00,0.00,579.3,---,21,57,91,0.0,0.0,---,---,---,---,---,---
23:08:2026,01:45,C,mm,km/h,mm,13,13,13,0.00,0.00,579.3,---,21,57,92,0.0,0.0,---,---,---,---,---,---
23:08:2026,02:00,C,mm,km/h,mm,13,13,13,0.00,0.00,579.3,---,21,57,92,0.0,0.0,---,---,---,---,---,---
23:08:2026,02:15,C,mm,km/h,mm,13,13,13,0.00,0.00,579.2,---,21,57,93,0.0,0.0,---,---,---,---,---,---
23:08:2026,02:30,C,mm,km/h,mm,13,13,13,0.00,0.00,579.1,---,21,57,93,0.0,0.0,---,---,---,---,---,---
23:08:2026,02:45,C,mm,km/h,mm,13,13,13,0.00,0.00,579.0,---,21,57,93,0.0,0.0,---,---,---,---,---,---
23:08:2026,03:00,C,mm,km/h,mm,13,13,13,0.00,0.00,579.0,---,21,57,93,0.0,0.0,---,---,---,---,---,---
23:08:2026,03:15,C,mm,km/h,mm,13,13,13,0.00,0.00,579.0,---,21,57,93,0.0,0.0,---,---,---,---,---,---
23:08:2026,03:30,C,mm,km/h,mm,13,13,13,0.00,0.00,579.1,---,21,57,93,0.0,0.0,---,---,---,---,---,---
23:08:2026,03:45,C,mm,km/h,mm,13,13,13,0.00,0.00,579.0,---,21,57,92,0.0,0.0,---,---,---,---,---,---
23:08:2026,04:00,C,mm,km/h,mm,13,13,13,0.00,0.00,579.0,---,21,57,92,0.0,0.0,---,---,---,---,---,---
23:08:2026,04:15,C,mm,km/h,mm,13,13,13,0.00,0.00,579.1,---,21,57,92,0.0,0.0,---,---,---,---,---,---
23:08:2026,04:30,C,mm,km/h,mm,13,13,13,0.00,0.00,579.0,---,21,57,92,0.0,0.0,---,---,---,---,---,---
23:08:2026,04:45,C,mm,km/h,mm,13,13,13,0.00,0.00,579.0,---,21,57,92,0.0,0.0,---,---,---,---,---,---
23:08:2026,05:00,C,mm,km/h,mm,13,13,13,0.00,0.00,579.1,---,20,57,92,0.0,0.0,---,---,---,---,---,---
23:08:2026,05:15,C,mm,km/h,mm,13,13,13,0.20,0.00,579.0,---,20,57,92,0.0,0.0,---,---,---,---,---,---
23:08:2026,05:30,C,mm,km/h,mm,13,13,13,0.00,0.00,579.1,---,20,57,92,0.0,0.0,---,---,---,---,---,---
23:08:2026,05:45,C,mm,km/h,mm,13,13,13,0.00,0.00,579.0,---,20,57,92,0.0,0.0,---,---,---,---,---,---
23:08:2026,06:00,C,mm,km/h,mm,13,13,13,0.00,0.00,579.0,---,20,57,92,0.0,0.0,---,---,---,---,---,---
23:08:2026,06:15,C,mm,km/h,mm,13,13,13,0.00,0.00,578.9,---,20,57,92,0.0,0.0,---,---,---,---,---,---
