Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
15:08:2026,00:15,C,mm,km/h,mm,17,17,17,0.00,0.00,580.9,---,22,56,83,0.0,4.8,SSE,WSW,---,---,---,---
15:08:2026,00:30,C,mm,km/h,mm,16,17,16,0.00,0.00,580.9,---,22,56,85,0.0,3.2,WNW,WSW,---,---,---,---
15:08:2026,00:45,C,mm,km/h,mm,16,16,16,0.00,0.00,580.9,---,22,56,85,0.0,3.2,S,W,---,---,---,---
15:08:2026,01:00,C,mm,km/h,mm,16,16,16,0.00,0.00,580.9,---,22,56,86,0.0,1.6,NW,WNW,---,---,---,---
15:08:2026,01:15,C,mm,km/h,mm,16,16,16,0.00,0.00,580.8,---,22,56,86,0.0,1.6,WNW,WNW,---,---,---,---
15:08:2026,01:30,C,mm,km/h,mm,15,16,15,0.00,0.00,580.8,---,22,56,87,0.0,3.2,NNE,NNE,---,---,---,---
15:08:2026,01:45,C,mm,km/h,mm,15,15,15,0.00,0.00,580.8,---,21,56,88,0.0,1.6,W,W,---,---,---,---
15:08:2026,02:00,C,mm,km/h,mm,15,15,15,0.00,0.00,580.5,---,21,56,88,0.0,0.0,---,---,---,---,---,---
15:08:2026,02:15,C,mm,km/h,mm,15,15,15,0.00,0.00,580.5,---,21,56,89,0.0,0.0,---,---,---,---,---,---
15:08:2026,02:30,C,mm,km/h,mm,15,15,15,0.00,0.00,580.3,---,21,56,88,0.0,4.8,W,W,---,---,---,---
15:08:2026,02:45,C,mm,km/h,mm,15,15,15,0.00,0.00,580.3,---,21,56,87,0.0,0.0,---,---,---,---,---,---
15:08:2026,03:00,C,mm,km/h,mm,15,15,15,0.00,0.00,580.2,---,21,56,88,0.0,0.0,---,---,---,---,---,---
15:08:2026,03:15,C,mm,km/h,mm,15,15,15,0.00,0.00,580.3,---,21,56,88,0.0,0.0,---,---,---,---,---,---
15:08:2026,03:30,C,mm,km/h,mm,14,15,14,0.00,0.00,580.2,---,21,56,90,0.0,0.0,---,---,---,---,---,---
15:08:2026,03:45,C,mm,km/h,mm,14,14,14,0.00,0.00,580.3,---,21,56,90,0.0,0.0,---,---,---,---,---,---
15:08:2026,04:00,C,mm,km/h,mm,14,14,14,0.00,0.00,580.3,---,21,56,91,0.0,0.0,---,---,---,---,---,---
15:08:2026,04:15,C,mm,km/h,mm,13,14,13,0.00,0.00,580.1,---,21,56,91,0.0,0.0,---,---,---,---,---,---
15:08:2026,04:30,C,mm,km/h,mm,13,13,13,0.00,0.00,580.2,---,21,56,92,0.0,0.0,---,---,---,---,---,---
15:08:2026,04:45,C,mm,km/h,mm,13,13,13,0.00,0.00,580.0,---,21,56,92,0.0,0.0,---,---,---,---,---,---
15:08:2026,05:00,C,mm,km/h,mm,13,13,13,0.00,0.00,580.2,---,21,56,93,0.0,0.0,---,---,---,---,---,---
15:08:2026,05:15,C,mm,km/h,mm,13,13,13,0.00,0.00,580.2,---,21,57,93,0.0,0.0,---,---,---,---,---,---
15:08:2026,05:30,C,mm,km/h,mm,13,13,13,0.00,0.00,580.2,---,21,57,93,0.0,0.0,---,---,---,---,---,---
15:08:2026,05:45,C,mm,km/h,mm,13,13,13,0.00,0.00,580.3,---,21,56,93,0.0,0.0,---,---,---,---,---,---
15:08:2026,06:00,C,mm,km/h,mm,13,13,13,0.00,0.00,580.2,---,21,56,92,0.0,0.0,---,---,---,---,---,---
15:08:2026,06:15,C,mm,km/h,mm,14,14,13,0.00,0.00,580.3,---,21,56,91,0.0,0.0,---,---,---,---,---,---
15:08:2026,06:30,C,mm,km/h,mm,14,14,14,0.00,0.00,580.3,---,21,56,91,0.0,0.0,---,---,---,---,---,---
15:08:2026,06:45,C,mm,km/h,mm,14,14,14,0.00,0.00,580.4,---,21,56,91,0.0,0.0,---,---,---,---,---,---
15:08:2026,07:00,C,mm,km/h,mm,14,14,14,0.00,0.00,580.7,---,21,56,91,0.0,0.0,---,---,---,---,---,---
15:08:2026,07:15,C,mm,km/h,mm,14,14,14,0.00,0.00,580.7,---,21,56,91,0.0,0.0,---,---,---,---,---,---
15:08:2026,07:30,C,mm,km/h,mm,14,14,14,0.00,0.00,580.7,---,21,57,90,0.0,0.0,---,---,---,---,---,---
15:08:2026,07:45,C,mm,km/h,mm,15,15,14,0.00,0.00,580.7,---,21,57,88,0.0,0.0,---,---,---,---,---,---
15:08:2026,08:00,C,mm,km/h,mm,16,16,15,0.00,0.00,580.7,---,21,57,84,0.0,0.0,---,---,---,---,---,---
15:08:2026,08:15,C,mm,km/h,mm,17,17,16,0.00,0.00,580.9,---,21,57,81,0.0,1.6,NE,NE,---,---,---,---
15:08:2026,08:30,C,mm,km/h,mm,17,17,17,0.00,0.00,580.8,---,21,57,79,0.0,0.0,---,---,---,---,---,---
15:08:2026,08:45,C,mm,km/h,mm,18,18,17,0.00,0.00,580.8,---,21,56,78,0.0,0.0,---,---,---,---,---,---
15:08:2026,09:00,C,mm,km/h,mm,18,18,18,0.00,0.00,580.9,---,21,56,76,0.0,0.0,---,---,---,---,---,---
15:08:2026,09:15,C,mm,km/h,mm,18,18,18,0.00,0.00,581.1,---,21,57,75,0.0,1.6,WNW,WNW,---,---,---,---
15:08:2026,09:30,C,mm,km/h,mm,19,19,18,0.00,0.00,581.2,---,21,56,71,0.0,1.6,WNW,WNW,---,---,---,---
15:08:2026,09:45,C,mm,km/h,mm,20,20,19,0.00,0.00,581.4,---,21,56,68,0.0,4.8,W,W,---,---,---,---
15:08:2026,10:00,C,mm,km/h,mm,20,20,20,0.00,0.00,581.4,---,21,56,69,0.0,6.4,WSW,WSW,---,---,---,---
15:08:2026,10:15,C,mm,km/h,mm,19,20,19,0.00,0.00,581.6,---,21,56,68,1.6,9.7,SSW,SW,---,---,---,---
15:08:2026,10:30,C,mm,km/h,mm,20,20,19,0.00,0.00,581.7,---,21,56,67,3.2,9.7,NW,SW,---,---,---,---
15:08:2026,10:45,C,mm,km/h,mm,21,21,20,0.00,0.00,581.4,---,21,56,63,3.2,11.3,SW,WSW,---,---,---,---
15:08:2026,11:00,C,mm,km/h,mm,22,22,21,0.00,0.00,581.5,---,21,56,60,1.6,11.3,WSW,WSW,---,---,---,---
15:08:2026,11:15,C,mm,km/h,mm,22,22,22,0.00,0.00,581.4,---,21,56,57,1.6,9.7,W,SW,---,---,---,---
15:08:2026,11:30,C,mm,km/h,mm,23,23,22,0.00,0.00,581.4,---,21,55,55,1.6,8.0,S,SW,---,---,---,---
15:08:2026,11:45,C,mm,km/h,mm,23,23,23,0.00,0.00,581.3,---,21,55,55,3.2,12.9,SW,WSW,---,---,---,---
15:08:2026,12:00,C,mm,km/h,mm,24,24,23,0.00,0.00,581.2,---,21,55,52,1.6,8.0,SW,WSW,---,---,---,---
15:08:2026,12:15,C,mm,km/h,mm,24,24,24,0.00,0.00,581.1,---,21,55,51,3.2,11.3,SW,WSW,---,---,---,---
15:08:2026,12:30,C,mm,km/h,mm,25,25,24,0.00,0.00,580.9,---,21,54,50,3.2,12.9,SSW,WSW,---,---,---,---
15:08:2026,12:45,C,mm,km/h,mm,25,25,25,0.00,0.00,580.7,---,21,54,47,1.6,9.7,WSW,WSW,---,---,---,---
15:08:2026,13:00,C,mm,km/h,mm,25,25,25,0.00,0.00,580.5,---,21,54,47,1.6,9.7,NW,E,---,---,---,---
15:08:2026,13:15,C,mm,km/h,mm,24,25,24,0.00,0.00,580.3,---,21,54,46,1.6,8.0,SE,E,---,---,---,---
15:08:2026,13:30,C,mm,km/h,mm,25,25,24,0.00,0.00,580.0,---,21,53,45,1.6,8.0,SSE,E,---,---,---,---
15:08:2026,13:45,C,mm,km/h,mm,25,25,24,0.00,0.00,579.7,---,21,53,45,1.6,11.3,SE,E,---,---,---,---
15:08:2026,14:00,C,mm,km/h,mm,26,26,25,0.00,0.00,579.5,---,21,53,44,1.6,8.0,WSW,S,---,---,---,---
15:08:2026,14:15,C,mm,km/h,mm,26,27,26,0.00,0.00,579.3,---,21,53,42,1.6,8.0,WSW,W,---,---,---,---
15:08:2026,14:30,C,mm,km/h,mm,26,26,26,0.00,0.00,579.1,---,21,52,43,1.6,6.4,E,E,---,---,---,---
15:08:2026,14:45,C,mm,km/h,mm,27,27,26,0.00,0.00,579.0,---,21,52,40,1.6,9.7,WNW,ESE,---,---,---,---
15:08:2026,15:00,C,mm,km/h,mm,27,27,27,0.00,0.00,578.8,---,21,52,40,3.2,11.3,WSW,WSW,---,---,---,---
15:08:2026,15:15,C,mm,km/h,mm,27,27,27,0.00,0.00,578.5,---,21,51,38,1.6,8.0,WSW,WSW,---,---,---,---
15:08:2026,15:30,C,mm,km/h,mm,28,28,27,0.00,0.00,578.4,---,21,51,38,1.6,9.7,SSE,W,---,---,---,---
15:08:2026,15:45,C,mm,km/h,mm,27,28,27,0.00,0.00,578.2,---,21,51,38,1.6,9.7,SW,NE,---,---,---,---
15:08:2026,16:00,C,mm,km/h,mm,27,27,27,0.00,0.00,578.0,---,21,51,39,3.2,12.9,E,WSW,---,---,---,---
15:08:2026,16:15,C,mm,km/h,mm,26,27,26,0.00,0.00,577.9,---,21,50,40,3.2,12.9,W,WSW,---,---,---,---
