Date,Time,Temp Units,Bar Units,Wind Units,Rain Units,Temp Out,Hi Temp,Low Temp,Rain,Rain Rate,BAR,Solar Rad.,In Temp,In Hum,Out Hum,Wind Speed,Hi Speed,Hi Dir,Wind Dir,UV Index,ET,Hi Solar Rad.,Hi UV
12:08:2026,00:15,C,mm,km/h,mm,16,16,15,0.00,0.00,579.3,---,22,54,80,0.0,0.0,---,---,---,---,---,---
12:08:2026,00:30,C,mm,km/h,mm,15,16,15,0.00,0.00,579.1,---,22,54,81,0.0,0.0,---,---,---,---,---,---
12:08:2026,00:45,C,mm,km/h,mm,15,15,15,0.00,0.00,579.2,---,22,54,82,0.0,0.0,---,---,---,---,---,---
12:08:2026,01:00,C,mm,km/h,mm,15,15,15,0.00,0.00,579.2,---,22,54,84,0.0,0.0,---,---,---,---,---,---
12:08:2026,01:15,C,mm,km/h,mm,14,15,14,0.00,0.00,579.1,---,22,54,86,0.0,0.0,---,---,---,---,---,---
12:08:2026,01:30,C,mm,km/h,mm,14,14,14,0.00,0.00,579.1,---,22,54,85,0.0,0.0,---,---,---,---,---,---
12:08:2026,01:45,C,mm,km/h,mm,14,14,14,0.00,0.00,579.0,---,22,54,87,0.0,0.0,---,---,---,---,---,---
12:08:2026,02:00,C,mm,km/h,mm,14,14,14,0.00,0.00,578.8,---,22,54,88,0.0,0.0,---,---,---,---,---,---
12:08:2026,02:15,C,mm,km/h,mm,13,14,13,0.00,0.00,578.8,---,22,54,88,0.0,0.0,---,---,---,---,---,---
12:08:2026,02:30,C,mm,km/h,mm,13,13,13,0.00,0.00,578.8,---,22,54,89,0.0,0.0,---,---,---,---,---,---
12:08:2026,02:45,C,mm,km/h,mm,13,13,13,0.00,0.00,578.8,---,21,54,91,0.0,0.0,---,---,---,---,---,---
12:08:2026,03:00,C,mm,km/h,mm,13,13,13,0.00,0.00,578.6,---,21,54,91,0.0,0.0,---,---,---,---,---,---
12:08:2026,03:15,C,mm,km/h,mm,13,13,12,0.00,0.00,578.6,---,21,54,92,0.0,0.0,---,---,---,---,---,---
12:08:2026,03:30,C,mm,km/h,mm,13,13,13,0.00,0.00,578.5,---,21,54,91,0.0,0.0,---,---,---,---,---,---
12:08:2026,03:45,C,mm,km/h,mm,12,13,12,0.00,0.00,578.4,---,21,54,92,0.0,0.0,---,---,---,---,---,---
12:08:2026,04:00,C,mm,km/h,mm,13,13,12,0.00,0.00,578.5,---,21,54,92,0.0,0.0,---,---,---,---,---,---
12:08:2026,04:15,C,mm,km/h,mm,13,13,13,0.00,0.00,578.3,---,21,54,92,0.0,0.0,---,---,---,---,---,---
12:08:2026,04:30,C,mm,km/h,mm,13,13,13,0.00,0.00,578.4,---,21,54,92,0.0,0.0,---,---,---,---,---,---
12:08:2026,04:45,C,mm,km/h,mm,13,13,13,0.00,0.00,578.5,---,21,54,91,0.0,0.0,---,---,---,---,---,---
12:08:2026,05:00,C,mm,km/h,mm,13,13,13,0.00,0.00,578.4,---,21,54,90,0.0,0.0,---,---,---,---,---,---
12:08:2026,05:15,C,mm,km/h,mm,13,13,13,0.00,0.00,578.6,---,21,54,88,0.0,1.6,NNW,W,---,---,---,---
12:08:2026,05:30,C,mm,km/h,mm,14,14,13,0.00,0.00,578.7,---,21,54,88,0.0,0.0,---,---,---,---,---,---
12:08:2026,05:45,C,mm,km/h,mm,13,14,13,0.00,0.00,578.7,---,21,54,88,0.0,0.0,---,---,---,---,---,---
12:08:2026,06:00,C,mm,km/h,mm,12,13,12,0.00,0.00,578.7,---,21,54,90,0.0,0.0,---,---,---,---,---,---
12:08:2026,06:15,C,mm,km/h,mm,12,13,12,0.00,0.00,578.9,---,21,54,91,0.0,0.0,---,---,---,---,---,---
12:08:2026,06:30,C,mm,km/h,mm,12,12,12,0.00,0.00,578.8,---,21,54,91,0.0,0.0,---,---,---,---,---,---
12:08:2026,06:45,C,mm,km/h,mm,12,12,12,0.00,0.00,578.9,---,21,54,91,0.0,0.0,---,---,---,---,---,---
12:08:2026,07:00,C,mm,km/h,mm,12,12,12,0.00,0.00,579.0,---,21,54,92,0.0,0.0,---,---,---,---,---,---
12:08:2026,07:15,C,mm,km/h,mm,13,13,12,0.00,0.00,579.1,---,21,54,90,0.0,0.0,---,---,---,---,---,---
12:08:2026,07:30,C,mm,km/h,mm,14,14,13,0.00,0.00,579.2,---,22,53,88,0.0,0.0,---,---,---,---,---,---
12:08:2026,07:45,C,mm,km/h,mm,15,15,14,0.00,0.00,579.4,---,22,53,85,0.0,1.6,NNW,NNW,---,---,---,---
12:08:2026,08:00,C,mm,km/h,mm,15,15,15,0.00,0.00,579.4,---,22,53,83,0.0,1.6,NE,NE,---,---,---,---
12:08:2026,08:15,C,mm,km/h,mm,16,16,15,0.00,0.00,579.3,---,22,53,81,0.0,0.0,---,---,---,---,---,---
12:08:2026,08:30,C,mm,km/h,mm,17,17,16,0.00,0.00,579.4,---,22,52,78,0.0,0.0,---,---,---,---,---,---
12:08:2026,08:45,C,mm,km/h,mm,18,18,17,0.00,0.00,579.4,---,22,52,75,0.0,3.2,E,E,---,---,---,---
12:08:2026,09:00,C,mm,km/h,mm,18,18,18,0.00,0.00,579.3,---,22,52,72,0.0,4.8,E,E,---,---,---,---
12:08:2026,09:15,C,mm,km/h,mm,19,19,18,0.00,0.00,579.3,---,22,52,68,0.0,6.4,NW,NW,---,---,---,---
12:08:2026,09:30,C,mm,km/h,mm,19,20,19,0.00,0.00,579.3,---,22,52,64,0.0,4.8,E,E,---,---,---,---
12:08:2026,09:45,C,mm,km/h,mm,20,20,19,0.00,0.00,579.3,---,22,52,63,1.6,6.4,NW,NNW,---,---,---,---
12:08:2026,10:00,C,mm,km/h,mm,21,21,20,0.00,0.00,579.3,---,22,52,60,1.6,6.4,NW,NW,---,---,---,---
12:08:2026,10:15,C,mm,km/h,mm,22,22,21,0.00,0.00,579.2,---,22,52,55,0.0,6.4,NW,NNW,---,---,---,---
12:08:2026,10:30,C,mm,km/h,mm,22,22,21,0.00,0.00,579.1,---,22,52,57,0.0,3.2,ENE,ENE,---,---,---,---
12:08:2026,10:45,C,mm,km/h,mm,22,23,22,0.00,0.00,579.0,---,22,52,49,1.6,6.4,E,E,---,---,---,---
12:08:2026,11:00,C,mm,km/h,mm,22,23,22,0.00,0.00,578.9,---,22,52,51,0.0,4.8,ESE,ESE,---,---,---,---
12:08:2026,11:15,C,mm,km/h,mm,24,24,22,0.00,0.00,578.9,---,22,52,50,0.0,6.4,NE,NW,---,---,---,---
12:08:2026,11:30,C,mm,km/h,mm,23,24,23,0.00,0.00,578.8,---,22,52,47,1.6,9.7,E,E,---,---,---,---
12:08:2026,11:45,C,mm,km/h,mm,23,24,23,0.00,0.00,578.7,---,22,51,44,1.6,6.4,ENE,E,---,---,---,---
12:08:2026,12:00,C,mm,km/h,mm,24,24,23,0.00,0.00,578.7,---,22,51,45,1.6,6.4,W,E,---,---,---,---
12:08:2026,12:15,C,mm,km/h,mm,25,25,24,0.00,0.00,578.4,---,22,51,44,1.6,6.4,SE,WNW,---,---,---,---
12:08:2026,12:30,C,mm,km/h,mm,25,25,25,0.00,0.00,578.3,---,22,50,41,1.6,11.3,NNW,NW,---,---,---,---
12:08:2026,12:45,C,mm,km/h,mm,25,25,25,0.00,0.00,578.2,---,22,50,44,1.6,8.0,E,E,---,---,---,---
12:08:2026,13:00,C,mm,km/h,mm,25,25,25,0.00,0.00,577.9,---,22,50,41,1.6,6.4,E,E,---,---,---,---
12:08:2026,13:15,C,mm,km/h,mm,24,25,24,0.00,0.00,577.6,---,22,49,44,1.6,9.7,WNW,ENE,---,---,---,---
12:08:2026,13:30,C,mm,km/h,mm,25,25,24,0.00,0.00,577.6,---,22,49,39,1.6,8.0,NNW,NW,---,---,---,---
12:08:2026,13:45,C,mm,km/h,mm,26,26,25,0.00,0.00,577.4,---,22,49,43,0.0,6.4,WNW,E,---,---,---,---
12:08:2026,14:00,C,mm,km/h,mm,25,26,25,0.00,0.00,577.2,---,22,49,38,0.0,9.7,NW,NNW,---,---,---,---
12:08:2026,14:15,C,mm,km/h,mm,25,25,25,0.00,0.00,577.0,---,22,49,44,0.0,6.4,WNW,WSW,---,---,---,---
12:08:2026,14:30,C,mm,km/h,mm,26,26,25,0.00,0.00,576.8,---,22,49,41,1.6,9.7,WSW,WSW,---,---,---,---
12:08:2026,14:45,C,mm,km/h,mm,27,27,26,0.00,0.00,576.7,---,22,49,39,0.0,6.4,W,W,---,---,---,---
12:08:2026,15:00,C,mm,km/h,mm,27,27,26,0.00,0.00,576.5,---,22,48,37,0.0,4.8,NW,E,---,---,---,---
12:08:2026,15:15,C,mm,km/h,mm,26,27,26,0.00,0.00,576.3,---,22,48,38,1.6,12.9,WSW,NNW,---,---,---,---
12:08:2026,15:30,C,mm,km/h,mm,27,27,26,0.00,0.00,576.1,---,22,48,36,1.6,12.9,WSW,SW,---,---,---,---
12:08:2026,15:45,C,mm,km/h,mm,26,27,26,0.00,0.00,575.9,---,22,48,37,1.6,11.3,WNW,NNW,---,---,---,---
12:08:2026,16:00,C,mm,km/h,mm,26,26,26,0.00,0.00,575.7,---,22,48,38,1.6,4.8,WNW,NNW,---,---,---,---
12:08:2026,16:15,C,mm,km/h,mm,25,26,25,0.00,0.00,575.6,---,22,47,41,0.0,4.8,ENE,ENE,---,---,---,---
12:08:2026,16:30,C,mm,km/h,mm,26,26,25,0.00,0.00,575.4,---,22,47,39,0.0,3.2,ESE,ESE,---,---,---,---
12:08:2026,16:45,C,mm,km/h,mm,25,26,25,0.00,0.00,575.2,---,22,47,37,0.0,4.8,ENE,E,---,---,---,---
12:08:2026,17:00,C,mm,km/h,mm,26,26,25,0.00,0.00,575.1,---,22,47,37,1.6,4.8,SE,NNW,---,---,---,---
12:08:2026,17:15,C,mm,km/h,mm,26,26,26,0.00,0.00,575.0,---,22,47,36,0.0,4.8,WNW,NNW,---,---,---,---
12:08:2026,17:30,C,mm,km/h,mm,27,27,26,0.00,0.00,574.9,---,22,47,36,0.0,4.8,ESE,E,---,---,---,---
